HAND,XCOORD,YCOORD
21,0.52138,0.98197
21,0.53254,0.99468
21,0.5573,0.99346
21,0.58706,0.96524
21,0.61098,0.92479
21,0.65027,0.8649
21,0.72111,0.78832
21,0.77997,0.77001
21,0.84091,0.75663
21,0.91111,0.73526
22,1.1061,0.47169
22,0.94975,0.37695
22,0.86735,0.29444
22,0.74037,0.21234
22,0.68704,0.18415
22,0.65291,0.1465
22,0.6203,0.15779
22,0.60983,0.1897
22,0.63165,0.24584
22,0.68827,0.29324
22,0.76484,0.35873
22,0.74171,0.41384
22,0.6551,0.44332
22,0.48759,0.42689
22,0.37409,0.40458
22,0.32769,0.40393
22,0.28528,0.41921
22,0.2701,0.4446
22,0.28536,0.47466
22,0.32453,0.48946
22,0.37456,0.48613
22,0.47319,0.51063
22,0.59179,0.55322
22,0.47109,0.56971
22,0.3261,0.58767
22,0.28514,0.59027
22,0.23768,0.61606
22,0.22975,0.6458
22,0.24464,0.6744
22,0.29829,0.67324
22,0.34324,0.66194
22,0.47483,0.6643
22,0.60463,0.66556
22,0.51041,0.70158
22,0.38501,0.73002
22,0.34152,0.74096
22,0.30094,0.75732
22,0.29338,0.79466
22,0.31225,0.81457
22,0.35576,0.81595
22,0.41084,0.8021
22,0.529,0.78165
22,0.67073,0.76912
22,0.611,0.83807
22,0.54762,0.89252
22,0.51032,0.91577
22,0.47738,0.96256
22,0.48213,0.98756
22,0.50208,0.99334
22,0.54338,0.97371
22,0.5883,0.94392
22,0.66146,0.89163
22,0.76724,0.82806
22,0.85242,0.81127
22,0.92961,0.7934
22,1.0184,0.75413
23,1.0772,0.43887
23,0.98244,0.34275
23,0.8819,0.27941
23,0.72935,0.22787
23,0.65916,0.21067
23,0.61384,0.18616
23,0.57972,0.20383
23,0.57828,0.23398
23,0.61722,0.28147
23,0.70259,0.32174
23,0.78673,0.36395
23,0.74682,0.41442
23,0.67253,0.42298
23,0.51,0.41512
23,0.37793,0.39539
23,0.32728,0.39859
23,0.2795,0.41441
23,0.26086,0.44183
23,0.27904,0.47083
23,0.3266,0.48324
23,0.37252,0.4811
23,0.48359,0.51057
23,0.60522,0.54262
23,0.47978,0.55947
23,0.33014,0.57189
23,0.27391,0.57968
23,0.22791,0.60336
23,0.22015,0.63494
23,0.2334,0.65678
23,0.29178,0.65845
23,0.33891,0.65438
23,0.47795,0.66095
23,0.62256,0.66292
23,0.52211,0.70228
23,0.38922,0.73739
23,0.34159,0.74655
23,0.28735,0.77044
23,0.28697,0.80532
23,0.30287,0.83152
23,0.36261,0.82461
23,0.4162,0.81245
23,0.54407,0.79172
23,0.68109,0.78217
23,0.61346,0.82734
23,0.54338,0.87636
23,0.49158,0.8964
23,0.45703,0.93405
23,0.46067,0.9647
23,0.47772,0.97408
23,0.53252,0.96
23,0.57344,0.93581
23,0.66493,0.89352
23,0.79703,0.84036
23,0.88551,0.82857
23,0.97677,0.81449
23,1.0711,0.76991
24,1.121,0.41506
24,1.0157,0.32888
24,0.90221,0.26367
24,0.72887,0.2334
24,0.65745,0.23719
24,0.59618,0.23015
24,0.56979,0.24776
24,0.57119,0.28972
24,0.63046,0.33061
24,0.71068,0.3356
24,0.81191,0.3575
24,0.76117,0.39409
24,0.69145,0.40635
24,0.4948,0.41771
24,0.37125,0.42494
24,0.30965,0.4338
24,0.2589,0.4616
24,0.25047,0.48969
24,0.26234,0.5137
24,0.32091,0.52481
24,0.37844,0.51325
24,0.4827,0.52398
24,0.63876,0.53837
24,0.48002,0.55443
24,0.32263,0.56846
24,0.27322,0.57664
24,0.21605,0.60748
24,0.20896,0.63355
24,0.22659,0.66872
24,0.28989,0.66833
24,0.34132,0.6527
24,0.48452,0.65561
24,0.63819,0.65816
24,0.52245,0.6867
24,0.382,0.71493
24,0.32954,0.72547
24,0.27203,0.75463
24,0.26935,0.78509
24,0.28662,0.80978
24,0.35196,0.81072
24,0.39799,0.80323
24,0.54251,0.7865
24,0.70362,0.77348
24,0.62308,0.80199
24,0.53578,0.84065
24,0.48062,0.85526
24,0.43699,0.89219
24,0.43328,0.91757
24,0.44887,0.9338
24,0.50269,0.93001
24,0.56021,0.90966
24,0.65835,0.88114
24,0.80862,0.84917
24,0.91388,0.83859
24,1.0286,0.81377
24,1.1193,0.77443
25,1.166,0.42912
25,1.0256,0.32153
25,0.91367,0.25363
25,0.72632,0.23466
25,0.65412,0.25088
25,0.58786,0.24998
25,0.56979,0.26922
25,0.57412,0.30419
25,0.63779,0.34125
25,0.71854,0.34319
25,0.81751,0.34728
25,0.79771,0.36682
25,0.71724,0.397
25,0.50138,0.42945
25,0.35831,0.44915
25,0.30345,0.46234
25,0.26375,0.49072
25,0.25067,0.51803
25,0.26888,0.55056
25,0.3282,0.55267
25,0.37154,0.54507
25,0.49185,0.53829
25,0.63968,0.53561
25,0.48019,0.56355
25,0.31552,0.5924
25,0.26871,0.6006
25,0.21167,0.63202
25,0.20591,0.67054
25,0.22607,0.6938
25,0.29,0.69153
25,0.3417,0.68069
25,0.48801,0.66935
25,0.63319,0.66177
25,0.52164,0.67775
25,0.37165,0.69867
25,0.32363,0.69993
25,0.27834,0.7168
25,0.26188,0.7554
25,0.27978,0.7862
25,0.33708,0.78688
25,0.38766,0.77981
25,0.53283,0.77223
25,0.70086,0.76244
25,0.61947,0.78742
25,0.52534,0.81106
25,0.46843,0.82281
25,0.41835,0.85302
25,0.41535,0.87676
25,0.43062,0.90266
25,0.49281,0.9007
25,0.5439,0.8864
25,0.65281,0.86553
25,0.82708,0.84036
25,0.91904,0.83497
25,1.0199,0.81908
25,1.1526,0.77083
26,1.1584,0.41115
26,1.0349,0.30853
26,0.92404,0.23907
26,0.73061,0.23254
26,0.65686,0.28115
26,0.58188,0.29851
26,0.58197,0.32253
26,0.5943,0.35389
26,0.65368,0.36672
26,0.73949,0.34766
26,0.81702,0.34654
26,0.78166,0.36877
26,0.69975,0.38906
26,0.50886,0.43393
26,0.35711,0.46893
26,0.30048,0.48525
26,0.25809,0.52152
26,0.24914,0.54697
26,0.26814,0.57357
26,0.32609,0.57739
26,0.37912,0.56163
26,0.49884,0.54648
26,0.64621,0.53066
26,0.46567,0.5591
26,0.31336,0.59049
26,0.25616,0.60321
26,0.20484,0.62978
26,0.1976,0.66606
26,0.21564,0.69836
26,0.26732,0.69761
26,0.33631,0.67751
26,0.48396,0.66348
26,0.66373,0.65367
26,0.51969,0.66711
26,0.36566,0.68768
26,0.31455,0.69203
26,0.26931,0.71025
26,0.25429,0.74405
26,0.26967,0.77123
26,0.33085,0.78378
26,0.38472,0.77345
26,0.53712,0.76608
26,0.70065,0.75883
26,0.62426,0.76716
26,0.53276,0.78527
26,0.4726,0.79104
26,0.41406,0.81877
26,0.4075,0.84754
26,0.42925,0.86816
26,0.47665,0.87549
26,0.54735,0.8662
26,0.65025,0.84999
26,0.82545,0.84644
26,0.93463,0.83479
26,1.0493,0.81117
26,1.1641,0.77645
27,1.0699,0.42952
27,0.96595,0.34282
27,0.8781,0.28087
27,0.70503,0.24703
27,0.63472,0.25644
27,0.58122,0.25187
27,0.55819,0.26949
27,0.56713,0.30758
27,0.60924,0.33546
27,0.69032,0.34306
27,0.78423,0.37401
27,0.73946,0.40432
27,0.67556,0.41331
27,0.50804,0.39038
27,0.38427,0.37106
27,0.3311,0.37131
27,0.28677,0.38386
27,0.26898,0.40758
27,0.27878,0.43433
27,0.32488,0.44905
27,0.38158,0.45342
27,0.48692,0.48684
27,0.60263,0.53087
27,0.47142,0.54586
27,0.32525,0.55378
27,0.27409,0.56032
27,0.2334,0.57909
27,0.22106,0.61212
27,0.23235,0.63717
27,0.28424,0.64185
27,0.33722,0.6384
27,0.47128,0.64255
27,0.61881,0.6555
27,0.51946,0.68936
27,0.37998,0.72584
27,0.33385,0.7353
27,0.29027,0.75908
27,0.28766,0.79309
27,0.30345,0.81302
27,0.35332,0.81137
27,0.40116,0.80342
27,0.54157,0.78138
27,0.68593,0.77037
27,0.62343,0.85018
27,0.55807,0.91084
27,0.51319,0.93953
27,0.48531,0.98163
27,0.4902,1.0071
27,0.51779,1.0101
27,0.55838,0.98977
27,0.60186,0.96437
27,0.68037,0.9077
27,0.79508,0.83737
27,0.89023,0.81345
27,0.96955,0.79378
27,1.0638,0.75542
28,1.023,0.44727
28,0.91694,0.37775
28,0.8605,0.31037
28,0.76649,0.20959
28,0.72965,0.16963
28,0.70463,0.119
28,0.68039,0.12166
28,0.65742,0.14906
28,0.66574,0.21848
28,0.69492,0.26757
28,0.75381,0.36715
28,0.72576,0.44054
28,0.64882,0.46269
28,0.48436,0.43996
28,0.3716,0.42492
28,0.32801,0.42213
28,0.28327,0.44182
28,0.26744,0.4587
28,0.27805,0.48315
28,0.32297,0.49806
28,0.37329,0.50624
28,0.47095,0.53159
28,0.57562,0.5717
28,0.46597,0.5949
28,0.33316,0.6109
28,0.28797,0.61658
28,0.24513,0.63714
28,0.23479,0.66461
28,0.25176,0.69773
28,0.30111,0.69052
28,0.34631,0.68483
28,0.47022,0.68315
28,0.60312,0.68445
28,0.51247,0.71639
28,0.38996,0.74749
28,0.35134,0.75389
28,0.29514,0.78097
28,0.29692,0.8071
28,0.3136,0.83088
28,0.36449,0.82783
28,0.41369,0.81594
28,0.53423,0.79659
28,0.67083,0.78233
28,0.59974,0.81177
28,0.52115,0.855
28,0.47867,0.87229
28,0.44649,0.90466
28,0.44761,0.92474
28,0.46501,0.94194
28,0.50677,0.93124
28,0.55115,0.91483
28,0.6337,0.87801
28,0.76677,0.84141
28,0.88043,0.812
28,0.9829,0.76939
28,1.0797,0.72414
29,1.0605,0.45722
29,0.94858,0.3683
29,0.86321,0.31301
29,0.72815,0.24832
29,0.66753,0.2255
29,0.62264,0.18806
29,0.5908,0.20157
29,0.5914,0.23948
29,0.61536,0.28955
29,0.67368,0.33032
29,0.76659,0.3839
29,0.71835,0.40902
29,0.67625,0.41216
29,0.52126,0.36462
29,0.41549,0.33137
29,0.36965,0.31791
29,0.31314,0.32746
29,0.2954,0.3473
29,0.30185,0.37596
29,0.34068,0.40051
29,0.39556,0.41193
29,0.49249,0.4551
29,0.58378,0.52965
29,0.45846,0.59272
29,0.33528,0.64422
29,0.28567,0.66331
29,0.24467,0.69948
29,0.2496,0.72848
29,0.26224,0.74942
29,0.32377,0.73398
29,0.3635,0.72028
29,0.48637,0.68154
29,0.60173,0.65874
29,0.50407,0.71083
29,0.38357,0.76014
29,0.34034,0.77938
29,0.30015,0.81221
29,0.2999,0.83921
29,0.31555,0.85945
29,0.37357,0.84957
29,0.41379,0.831
29,0.53062,0.79361
29,0.65904,0.75837
29,0.58989,0.81039
29,0.51773,0.86309
29,0.48086,0.88247
29,0.44472,0.91914
29,0.45083,0.94629
29,0.46713,0.9553
29,0.51926,0.94041
29,0.55477,0.91498
29,0.64104,0.86861
29,0.77259,0.81206
29,0.87272,0.79903
29,0.96545,0.78133
29,1.0647,0.75741
30,1.0795,0.45114
30,0.95525,0.351
30,0.87363,0.28989
30,0.74109,0.22547
30,0.68149,0.20272
30,0.6375,0.16544
30,0.60578,0.17718
30,0.59357,0.21971
30,0.61964,0.26546
30,0.69862,0.3048
30,0.77826,0.37563
30,0.72503,0.41839
30,0.66785,0.42849
30,0.49759,0.41758
30,0.37769,0.40529
30,0.33145,0.40143
30,0.27987,0.41875
30,0.26714,0.44396
30,0.27987,0.47083
30,0.32726,0.48401
30,0.37817,0.4873
30,0.48307,0.50615
30,0.60307,0.54524
30,0.4671,0.56963
30,0.33174,0.58606
30,0.28564,0.59638
30,0.2391,0.61623
30,0.22458,0.65271
30,0.24004,0.67609
30,0.29662,0.67396
30,0.3466,0.66947
30,0.47649,0.66003
30,0.61605,0.66519
30,0.51351,0.69183
30,0.38296,0.72187
30,0.34599,0.72952
30,0.28875,0.75225
30,0.28418,0.77963
30,0.29809,0.8032
30,0.35369,0.80592
30,0.39842,0.79733
30,0.52427,0.78049
30,0.67513,0.77481
30,0.6055,0.83849
30,0.5361,0.89111
30,0.49928,0.91294
30,0.46741,0.96257
30,0.4685,0.98453
30,0.48812,0.99004
30,0.53483,0.97175
30,0.58043,0.94412
30,0.66109,0.89331
30,0.78805,0.8337
30,0.87579,0.81517
30,0.97715,0.79182
30,1.0724,0.7566
31,0.96752,0.49359
31,0.87949,0.41303
31,0.83341,0.35052
31,0.78067,0.23234
31,0.76648,0.18912
31,0.75098,0.12423
31,0.73533,0.12226
31,0.71057,0.14064
31,0.69727,0.21157
31,0.70846,0.2513
31,0.72399,0.38037
31,0.69468,0.42498
31,0.61798,0.45988
31,0.47315,0.41953
31,0.37794,0.38605
31,0.3386,0.37923
31,0.29636,0.38046
31,0.28143,0.39508
31,0.28133,0.41564
31,0.32549,0.44114
31,0.36322,0.45585
31,0.44719,0.49197
31,0.55106,0.5655
31,0.4261,0.60492
31,0.32083,0.62656
31,0.28978,0.63543
31,0.23926,0.65306
31,0.23486,0.68055
31,0.24726,0.69831
31,0.30387,0.69921
31,0.34013,0.691
31,0.45234,0.67365
31,0.5645,0.66658
31,0.48121,0.72153
31,0.40082,0.76843
31,0.36451,0.78691
31,0.31788,0.81563
31,0.32234,0.84205
31,0.33541,0.8546
31,0.39177,0.84269
31,0.42837,0.82673
31,0.52093,0.78479
31,0.61298,0.74933
31,0.60009,0.83432
31,0.56789,0.88698
31,0.54212,0.91832
31,0.52486,0.95634
31,0.52938,0.97249
31,0.55135,0.97369
31,0.5834,0.95187
31,0.6117,0.92022
31,0.65052,0.86934
31,0.72383,0.78478
31,0.78322,0.76608
31,0.84707,0.74172
31,0.91276,0.72226
32,1.0019,0.47277
32,0.91776,0.39052
32,0.8502,0.32278
32,0.75387,0.21682
32,0.71998,0.18225
32,0.68401,0.12523
32,0.66081,0.13171
32,0.64409,0.16138
32,0.65847,0.22605
32,0.68679,0.26148
32,0.74463,0.37631
32,0.7272,0.42887
32,0.63572,0.4631
32,0.48735,0.42507
32,0.3819,0.39743
32,0.34358,0.38918
32,0.28827,0.3907
32,0.27259,0.40882
32,0.27833,0.4364
32,0.32139,0.45671
32,0.36357,0.47148
32,0.46732,0.50651
32,0.58259,0.56965
32,0.45681,0.58504
32,0.33069,0.5891
32,0.29133,0.5924
32,0.23711,0.60088
32,0.22403,0.63567
32,0.2379,0.66055
32,0.29824,0.66393
32,0.33943,0.66319
32,0.46385,0.66652
32,0.59719,0.68126
32,0.49726,0.72536
32,0.39903,0.76208
32,0.3612,0.7751
32,0.3065,0.80786
32,0.30676,0.82776
32,0.32093,0.84548
32,0.38136,0.8403
32,0.42658,0.82896
32,0.52868,0.79875
32,0.65015,0.77407
32,0.6098,0.85298
32,0.56753,0.89234
32,0.53164,0.91789
32,0.49931,0.95711
32,0.50214,0.97517
32,0.51823,0.9869
32,0.56258,0.97
32,0.60359,0.9408
32,0.65398,0.89876
32,0.76012,0.8124
32,0.82415,0.79385
32,0.89449,0.77003
32,0.97112,0.74096
33,1.0648,0.45027
33,0.96646,0.34996
33,0.86481,0.29945
33,0.70042,0.24648
33,0.65449,0.22108
33,0.59218,0.18743
33,0.56089,0.20338
33,0.56073,0.24436
33,0.60403,0.29812
33,0.66037,0.3264
33,0.76982,0.39995
33,0.74666,0.43233
33,0.68386,0.44628
33,0.50678,0.41218
33,0.39275,0.38211
33,0.34138,0.37088
33,0.28146,0.37443
33,0.26404,0.39422
33,0.26832,0.42451
33,0.32247,0.44993
33,0.36689,0.45925
33,0.47519,0.5019
33,0.61936,0.56866
33,0.4746,0.57409
33,0.33302,0.57071
33,0.28699,0.5699
33,0.22514,0.58037
33,0.21146,0.61091
33,0.2211,0.64341
33,0.29108,0.64936
33,0.33585,0.65205
33,0.46665,0.66737
33,0.63684,0.69136
33,0.52354,0.71519
33,0.40455,0.74341
33,0.35532,0.75143
33,0.2934,0.77829
33,0.28511,0.80285
33,0.29984,0.82782
33,0.36699,0.82775
33,0.41969,0.82071
33,0.538,0.80572
33,0.6866,0.78643
33,0.62833,0.84862
33,0.55818,0.88366
33,0.51871,0.89959
33,0.46969,0.93375
33,0.46898,0.95519
33,0.48341,0.97038
33,0.54619,0.96464
33,0.59102,0.95093
33,0.67475,0.90996
33,0.81851,0.84085
33,0.89648,0.82066
33,0.97825,0.79481
33,1.0695,0.75891
34,1.1184,0.42609
34,1.0068,0.32905
34,0.87651,0.28427
34,0.67877,0.27227
34,0.61783,0.26874
34,0.53473,0.26392
34,0.51852,0.28467
34,0.52551,0.31731
34,0.58988,0.36715
34,0.66294,0.38194
34,0.78001,0.40483
34,0.74209,0.42598
34,0.68436,0.43431
34,0.51697,0.40683
34,0.38792,0.37991
34,0.3299,0.37377
34,0.25476,0.38498
34,0.24364,0.40434
34,0.24757,0.43236
34,0.29751,0.46247
34,0.35858,0.47324
34,0.48395,0.50661
34,0.64432,0.56868
34,0.4881,0.56909
34,0.34158,0.56505
34,0.28031,0.56706
34,0.21039,0.58414
34,0.19523,0.61548
34,0.20562,0.64721
34,0.28794,0.65586
34,0.33904,0.6566
34,0.47859,0.67524
34,0.66142,0.68583
34,0.53473,0.69461
34,0.41788,0.70618
34,0.35707,0.70988
34,0.27731,0.72416
34,0.2697,0.74983
34,0.28393,0.78234
34,0.36072,0.79066
34,0.42334,0.79374
34,0.54894,0.79434
34,0.7133,0.7972
34,0.64503,0.8338
34,0.56893,0.86163
34,0.51888,0.87151
34,0.46572,0.89677
34,0.45981,0.922
34,0.47345,0.94556
34,0.53607,0.94864
34,0.59382,0.94032
34,0.67469,0.91665
34,0.82794,0.87162
34,0.92528,0.84169
34,1.026,0.81084
34,1.1337,0.7654
35,1.1489,0.41875
35,1.0263,0.3248
35,0.8829,0.28327
35,0.67635,0.28768
35,0.61668,0.29409
35,0.527,0.29028
35,0.50829,0.3113
35,0.51874,0.35241
35,0.60193,0.39858
35,0.66124,0.40382
35,0.79295,0.40653
35,0.74971,0.42917
35,0.70575,0.43662
35,0.50907,0.42266
35,0.36889,0.41096
35,0.31047,0.41506
35,0.2388,0.43278
35,0.22063,0.45556
35,0.23248,0.48856
35,0.3047,0.51108
35,0.36244,0.51103
35,0.48144,0.52912
35,0.66436,0.57414
35,0.49311,0.56793
35,0.33298,0.5603
35,0.28108,0.56052
35,0.19794,0.57207
35,0.18578,0.60843
35,0.20063,0.63859
35,0.28061,0.65494
35,0.33129,0.65701
35,0.4847,0.67436
35,0.66197,0.69415
35,0.54475,0.69479
35,0.41481,0.69155
35,0.35249,0.68913
35,0.2727,0.70543
35,0.26336,0.72555
35,0.27627,0.76208
35,0.3492,0.78055
35,0.40392,0.78332
35,0.55699,0.79308
35,0.72258,0.79329
35,0.64987,0.80747
35,0.55895,0.8252
35,0.51128,0.82029
35,0.44845,0.83536
35,0.43858,0.85372
35,0.45042,0.8867
35,0.51805,0.90677
35,0.58055,0.90336
35,0.66864,0.90188
35,0.85487,0.87471
35,0.97525,0.8462
35,1.0829,0.81381
35,1.171,0.77385
36,1.1841,0.41727
36,1.0499,0.32275
36,0.88356,0.28718
36,0.68466,0.31472
36,0.61515,0.32232
36,0.51681,0.32171
36,0.50557,0.34755
36,0.51719,0.38764
36,0.58815,0.42558
36,0.68291,0.42743
36,0.81643,0.39606
36,0.76559,0.41735
36,0.70332,0.4345
36,0.50131,0.44109
36,0.36286,0.45209
36,0.29636,0.46268
36,0.22517,0.48888
36,0.20854,0.51655
36,0.2213,0.54824
36,0.29807,0.55018
36,0.36402,0.54979
36,0.49057,0.55684
36,0.68556,0.57667
36,0.49362,0.56581
36,0.32631,0.56261
36,0.26755,0.56055
36,0.19387,0.57358
36,0.17788,0.60904
36,0.18825,0.63956
36,0.26748,0.65467
36,0.33286,0.65848
36,0.48705,0.67615
36,0.70063,0.69767
36,0.54227,0.68542
36,0.4145,0.67478
36,0.34852,0.66917
36,0.27118,0.67144
36,0.25814,0.69789
36,0.26671,0.72901
36,0.3418,0.75553
36,0.40718,0.75935
36,0.54882,0.78129
36,0.73652,0.78557
36,0.64779,0.78969
36,0.57165,0.78955
36,0.50983,0.77852
36,0.44929,0.78308
36,0.4314,0.80116
36,0.43811,0.8209
36,0.50546,0.85407
36,0.57267,0.86327
36,0.66626,0.87351
36,0.83956,0.87668
36,0.97015,0.85432
36,1.0917,0.81704
36,1.1939,0.77027
37,1.0432,0.47328
37,0.93316,0.36354
37,0.86658,0.30743
37,0.73805,0.22087
37,0.70751,0.18877
37,0.65089,0.13917
37,0.62464,0.14721
37,0.61854,0.17935
37,0.64566,0.25233
37,0.67766,0.28397
37,0.7665,0.3763
37,0.75332,0.42177
37,0.66853,0.45728
37,0.4808,0.46374
37,0.35686,0.46502
37,0.31583,0.46642
37,0.2638,0.48394
37,0.25065,0.50867
37,0.25812,0.53827
37,0.31391,0.5435
37,0.36064,0.54513
37,0.47909,0.55191
37,0.62184,0.57037
37,0.47067,0.56087
37,0.33878,0.55182
37,0.29306,0.54828
37,0.23557,0.55314
37,0.21792,0.58403
37,0.22785,0.61127
37,0.29216,0.62347
37,0.33306,0.62688
37,0.46034,0.6469
37,0.62313,0.67356
37,0.51194,0.68528
37,0.40063,0.70182
37,0.34794,0.70678
37,0.28426,0.72788
37,0.2794,0.74848
37,0.2946,0.7773
37,0.36004,0.78277
37,0.40981,0.77869
37,0.52907,0.77247
37,0.65245,0.77455
37,0.61713,0.85707
37,0.55563,0.90617
37,0.52276,0.92898
37,0.48863,0.96333
37,0.49387,0.98563
37,0.50752,0.99898
37,0.56291,0.98203
37,0.59578,0.95922
37,0.66691,0.91036
37,0.79391,0.82529
37,0.86959,0.8069
37,0.96086,0.78215
37,1.032,0.75402
38,1.0888,0.44732
38,0.93834,0.35326
38,0.84715,0.30286
38,0.66788,0.2868
38,0.61843,0.27683
38,0.55394,0.26189
38,0.53375,0.28561
38,0.53666,0.32029
38,0.59393,0.36922
38,0.64428,0.38048
38,0.76875,0.40384
38,0.74054,0.42157
38,0.68595,0.44028
38,0.49656,0.42354
38,0.37052,0.40901
38,0.33131,0.40543
38,0.27261,0.41543
38,0.24801,0.43836
38,0.25963,0.4689
38,0.31218,0.48056
38,0.36033,0.49143
38,0.47818,0.51361
38,0.63789,0.56261
38,0.47621,0.52464
38,0.35304,0.50037
38,0.3054,0.49301
38,0.24193,0.48509
38,0.22107,0.51894
38,0.23049,0.54907
38,0.28978,0.56762
38,0.34195,0.58149
38,0.46313,0.61679
38,0.62313,0.65787
38,0.51323,0.68038
38,0.3975,0.69728
38,0.35192,0.70394
38,0.28512,0.72731
38,0.27507,0.75169
38,0.28928,0.78041
38,0.34914,0.78313
38,0.41237,0.77962
38,0.53444,0.77182
38,0.6671,0.78753
38,0.63938,0.8725
38,0.58783,0.93161
38,0.54853,0.9667
38,0.51818,1.0091
38,0.53007,1.0317
38,0.55135,1.0401
38,0.59489,1.0194
38,0.63848,0.97935
38,0.69886,0.92183
38,0.80023,0.82609
38,0.88077,0.8086
38,0.9634,0.78579
38,1.067,0.73484
39,0.96895,0.47724
39,0.877,0.37485
39,0.83692,0.3234
39,0.77398,0.2231
39,0.74945,0.17982
39,0.72991,0.1291
39,0.71044,0.12467
39,0.68968,0.14261
39,0.68461,0.2073
39,0.70344,0.25688
39,0.74789,0.37076
39,0.71715,0.42835
39,0.6268,0.46256
39,0.48583,0.42656
39,0.3887,0.39972
39,0.34437,0.39239
39,0.29215,0.39572
39,0.27924,0.41386
39,0.28466,0.43705
39,0.32744,0.46071
39,0.37025,0.47353
39,0.46087,0.50252
39,0.56954,0.56609
39,0.45002,0.59519
39,0.328,0.62262
39,0.29029,0.627
39,0.24385,0.64868
39,0.23273,0.67816
39,0.2495,0.69956
39,0.30171,0.69624
39,0.3466,0.69089
39,0.4674,0.67496
39,0.58298,0.67435
39,0.48764,0.70521
39,0.39109,0.74757
39,0.34432,0.76325
39,0.30353,0.78946
39,0.29979,0.81012
39,0.31172,0.83117
39,0.36846,0.82219
39,0.41954,0.80869
39,0.51972,0.77819
39,0.61935,0.76035
39,0.59486,0.84531
39,0.55816,0.89238
39,0.52801,0.92646
39,0.50418,0.96622
39,0.51062,0.98576
39,0.52843,0.99266
39,0.57238,0.9693
39,0.60304,0.93338
39,0.65276,0.88202
39,0.74047,0.79678
39,0.8089,0.78117
39,0.87337,0.75855
39,0.97323,0.72204
40,0.96582,0.47467
40,0.9027,0.3986
40,0.84588,0.32803
40,0.78786,0.22633
40,0.7689,0.18262
40,0.75216,0.12402
40,0.73294,0.11681
40,0.70939,0.13933
40,0.70004,0.19464
40,0.71745,0.25437
40,0.74837,0.35639
40,0.70865,0.42752
40,0.61851,0.46075
40,0.48097,0.4135
40,0.3883,0.37852
40,0.35419,0.3692
40,0.30964,0.36282
40,0.28955,0.38336
40,0.29442,0.40784
40,0.33422,0.43511
40,0.36734,0.44803
40,0.46083,0.48709
40,0.55623,0.57201
40,0.45105,0.65321
40,0.34898,0.71598
40,0.31632,0.73309
40,0.27532,0.77011
40,0.27971,0.79639
40,0.29536,0.8132
40,0.34336,0.79642
40,0.38174,0.77605
40,0.48493,0.72324
40,0.59058,0.67206
40,0.48575,0.72731
40,0.40035,0.77149
40,0.36426,0.79056
40,0.32163,0.81942
40,0.32112,0.84243
40,0.33726,0.85745
40,0.39603,0.84362
40,0.43114,0.82814
40,0.5216,0.79016
40,0.63116,0.74585
40,0.56551,0.78481
40,0.51505,0.81056
40,0.47342,0.82522
40,0.43537,0.85147
40,0.43339,0.86926
40,0.44709,0.88265
40,0.49246,0.88251
40,0.53769,0.86883
40,0.60039,0.84064
40,0.71779,0.78882
40,0.78945,0.77369
40,0.87614,0.74241
40,0.97018,0.71603
41,1.0725,0.44342
41,0.96717,0.35712
41,0.88017,0.30078
41,0.74185,0.24337
41,0.68534,0.22168
41,0.63504,0.1954
41,0.61047,0.20655
41,0.60373,0.2391
41,0.6369,0.2901
41,0.69689,0.3244
41,0.77574,0.37679
41,0.74434,0.41438
41,0.67187,0.43555
41,0.49203,0.41904
41,0.37331,0.40705
41,0.32017,0.40569
41,0.27282,0.41763
41,0.257,0.44098
41,0.26535,0.46786
41,0.31356,0.48519
41,0.36744,0.48987
41,0.47445,0.51255
41,0.60263,0.55402
41,0.46644,0.57331
41,0.32652,0.59008
41,0.27514,0.59667
41,0.22641,0.61515
41,0.21671,0.64805
41,0.23061,0.67447
41,0.2872,0.677
41,0.33917,0.67023
41,0.47386,0.66651
41,0.61477,0.66907
41,0.51464,0.70095
41,0.39395,0.7334
41,0.34556,0.74283
41,0.29523,0.76423
41,0.29082,0.79462
41,0.30824,0.8193
41,0.36262,0.81771
41,0.41266,0.80702
41,0.53904,0.78503
41,0.66943,0.76894
41,0.6152,0.82105
41,0.54942,0.8591
41,0.50326,0.87801
41,0.46795,0.90918
41,0.46918,0.9321
41,0.48586,0.94555
41,0.52998,0.93901
41,0.57987,0.91971
41,0.6576,0.88335
41,0.7852,0.83219
41,0.87965,0.81687
41,0.9774,0.79238
41,1.0756,0.75306
42,1.0067,0.46298
42,0.92144,0.38399
42,0.86187,0.32335
42,0.76988,0.22826
42,0.73397,0.18621
42,0.70345,0.1401
42,0.67858,0.14251
42,0.6611,0.16993
42,0.66865,0.22757
42,0.70042,0.27738
42,0.75129,0.36726
42,0.72579,0.42209
42,0.64638,0.44766
42,0.48417,0.41421
42,0.37913,0.39101
42,0.33365,0.38447
42,0.29064,0.39015
42,0.27401,0.4096
42,0.27963,0.4351
42,0.31992,0.45593
42,0.3676,0.4661
42,0.46377,0.49779
42,0.56884,0.55611
42,0.4511,0.59154
42,0.32747,0.61913
42,0.28313,0.62874
42,0.24073,0.6508
42,0.23527,0.68045
42,0.24877,0.70264
42,0.30047,0.70018
42,0.3459,0.69003
42,0.4679,0.67334
42,0.58441,0.66585
42,0.4976,0.71563
42,0.39427,0.76233
42,0.35289,0.77733
42,0.30952,0.80435
